uid_hash,course_hash,avg_assignment_score,missing_assignments,completed_exams,submitted_assignments,exam_incidents,assignment_submit_rate,max_assignment_score,avg_exam_incidents,total_exams,exam_score_var,all_exams,exam_questions,five%_or_less_incomplete_exams,total_assignments,graded_assignments,ungraded_assignments,perfect_exams,min_assignment_score,min_exam_time,exam_correct_answers,assignment_score_var,max_exam_score,incomplete_exams,exam_submit_rate,min_exam_score,late_assignments,avg_assignment_delay,outlier_exams_course,exam_accuracy,assignment_procrast_rate,avg_exam_score
syn_stu_000010,syn_crs_00000,0.4460091124800252,0.29411764705882354,0.2,0.2962962962962963,0.0,0.6666666666666666,0.8038679959228178,0.0,0.2,0.00881763953010673,0,0.8809523809523809,0,0.3703703703703704,0.17857142857142855,0.47368421052631576,0.0,0.10395168097962151,3.0611011178155962,0.5471698113207547,0.025117956682075376,0.6873400765761533,0.0,1.0,0.18951519499825317,0.14285714285714285,-1.1836311428214046,0.0,0.5573770491803278,0.2,0.4364299502552012
syn_stu_000011,syn_crs_00000,0.5639693062867976,0.29411764705882354,0.0,0.4074074074074074,0.3333333333333333,0.7222222222222222,0.7161309138139377,0.3333333333333333,0.0,0.519439496892167,1,0.5952380952380951,0,0.48148148148148145,0.39285714285714285,0.3157894736842105,0.0,0.36500628411037667,-1.7151846836177973,0.6226415094339622,0.03123569708468586,0.5621020072855188,0.0,0.0,0.40945230845499936,0.5,7.072611699534899,0.0,0.7755102040816326,0.5384615384615384,0.5455009013032881
syn_stu_000012,syn_crs_00001,0.8343060301522421,0.058823529411764705,0.4,0.3333333333333333,0.0,0.9166666666666666,0.8434394128914399,0.0,1.0,0.22756410658873633,0,0.5476190476190477,0,0.25925925925925924,0.3214285714285714,0.10526315789473684,0.0,0.791922628808046,-0.40691200837340796,0.22641509433962265,0.28875232238930465,0.42400552694036064,0.75,0.4,0.312497857923062,0.3571428571428571,-5.025884609955626,0.0,0.3617021276595745,0.45454545454545453,0.3604510697000422
syn_stu_000013,syn_crs_00001,0.6240154492388587,0.3529411764705882,0.2,0.4444444444444444,0.0,0.7,0.8464523364795443,0.0,0.2,0.35555626563322384,0,0.4285714285714286,1,0.5555555555555556,0.3214285714285714,0.5263157894736842,0.0,0.3735634276552409,-0.0030692020331086153,0.18867924528301888,0.34308707266124955,0.7841765533116735,0.0,1.0,0.05511027853959465,0.3571428571428571,-3.607591317961899,0.0,0.35714285714285715,0.35714285714285715,0.4104064104201542
syn_stu_000014,syn_crs_00001,0.7675636855183626,0.1764705882352941,0.6000000000000001,0.4814814814814815,0.3333333333333333,0.8333333333333334,0.9745367650379767,0.08333333333333333,0.8,0.224373559905767,1,0.4285714285714286,0,0.48148148148148145,0.3214285714285714,0.42105263157894735,0.0,0.4257535071809635,-1.7077608306880039,0.3018867924528302,0.270537041352725,0.8924180033721372,0.25,0.75,0.15120037586145235,0.2857142857142857,3.530654895998044,0.0,0.5,0.26666666666666666,0.6149590670158799
syn_stu_000015,syn_crs_00001,0.5347337228810656,0.11764705882352941,0.2,0.4074074074074074,0.3333333333333333,0.8666666666666667,0.8062530443907273,0.16666666666666666,0.4,0.04072886757090229,1,0.5238095238095237,0,0.3703703703703704,0.2857142857142857,0.3157894736842105,0.0,0.26463243403265124,-2.0142038066476853,0.3018867924528302,0.2256210297684438,0.8673679773438928,0.25,0.5,0.6474546832660555,0.07142857142857142,3.305595043313304,0.0,0.45652173913043476,0.07692307692307693,0.7039704594708704
syn_stu_000016,syn_crs_00001,0.4770285150961219,0.1764705882352941,0.2,0.2222222222222222,0.0,0.7272727272727273,0.7978499923133048,0.0,0.4,0.18697238159515742,0,0.5,0,0.2222222222222222,0.2142857142857143,0.21052631578947367,0.0,0.16056506313140192,0.7642190044913716,0.6415094339622641,0.18953273015222033,0.6302368779589734,0.25,0.5,0.04562388767280956,0.0,-2.767501223966624,0.0,0.8666666666666667,0.0,0.37781459527619243
syn_stu_000017,syn_crs_00001,0.5896191144380915,0.3529411764705882,0.2,0.37037037037037035,0.0,0.6666666666666666,0.9759154774846788,0.0,0.2,0.330488855311911,1,0.30952380952380953,0,0.48148148148148145,0.3214285714285714,0.42105263157894735,0.0,0.12304160244467498,1.3304976146347378,0.18867924528301888,0.11061827656867163,0.45912837042934845,0.0,1.0,0.03916160868964123,0.07142857142857142,-5.257269670221467,0.0,0.40540540540540543,0.08333333333333333,0.2523395118596709
syn_stu_000018,syn_crs_00001,0.5920708957490352,0.11764705882352941,0.4,0.4814814814814815,0.0,0.8823529411764706,0.9050278434443406,0.0,0.8,0.36946317028007863,1,0.33333333333333326,0,0.44444444444444436,0.39285714285714285,0.2631578947368421,0.0,0.22384797728308442,0.2252714814295025,0.169811320754717,0.2943118195615498,0.6731500492573202,0.5,0.5,0.08054651413365431,0.07142857142857142,3.8169831598116026,0.0,0.3684210526315789,0.06666666666666667,0.3518054038516379
syn_stu_000019,syn_crs_00001,0.6160760619900673,0.0,0.6000000000000001,0.5925925925925926,0.0,1.0,0.756139793351556,0.0,0.6000000000000001,0.028379560578327235,1,0.30952380952380953,0,0.48148148148148145,0.6071428571428571,0.0,0.0,0.5662981548884578,2.11804365581178,0.24528301886792453,0.20915127957652072,0.8071670599062879,0.0,1.0,0.37256414887676365,0.2857142857142857,-3.1403889287996485,0.0,0.4864864864864865,0.2222222222222222,0.5574598751385738
syn_stu_000020,syn_crs_00001,0.5556841257835808,0.1764705882352941,0.2,0.4444444444444444,0.0,0.8235294117647058,0.8521098327189022,0.0,0.4,0.16431890505380964,1,0.6428571428571428,0,0.44444444444444436,0.42857142857142855,0.21052631578947367,0.0,0.2684697935568024,-2.206633311403434,0.22641509433962265,0.0608905842301841,0.8938399492501655,0.25,0.5,0.1664757951354279,0.2857142857142857,-1.4733256113346218,0.0,0.3333333333333333,0.2857142857142857,0.5980754725664008
syn_stu_000021,syn_crs_00001,0.6206638203431672,0.1764705882352941,0.6000000000000001,0.25925925925925924,0.3333333333333333,0.75,0.8504354881532263,0.1111111111111111,0.6000000000000001,0.08219411893128019,0,0.7380952380952381,1,0.25925925925925924,0.14285714285714285,0.3684210526315789,0.0,0.34706924269848877,-0.7821216982880963,0.32075471698113206,0.04624057712397448,0.7438665563840412,0.0,1.0,0.3382029248576887,0.14285714285714285,0.2883616050685769,0.0,0.4,0.2222222222222222,0.5643000505215261
syn_stu_000022,syn_crs_00001,0.615514932450034,0.5882352941176471,0.6000000000000001,0.3333333333333333,0.0,0.5238095238095238,0.928857448290754,0.0,0.8,0.007564559306075798,1,0.8333333333333333,0,0.5925925925925926,0.25,0.6842105263157894,0.5,0.3608552306328463,-2.359711785132834,0.5094339622641509,0.049591963876866055,0.6669615697432634,0.25,0.75,0.052729996475590485,0.2857142857142857,-3.2178221851101543,0.0,0.5423728813559322,0.36363636363636365,0.3899015337128777
syn_stu_000023,syn_crs_00001,0.1274276718654212,0.058823529411764705,0.0,0.18518518518518517,0.0,0.875,0.24735057811332736,0.0,0.6000000000000001,0.194511014978303,1,0.6904761904761905,0,0.1111111111111111,0.14285714285714285,0.15789473684210525,0.0,0.06142231121696573,0.27877193098373815,0.4528301886792453,0.11987119648751285,0.525772518701081,0.75,0.0,0.13507186539931645,0.0,2.7733006295270073,0.0,0.5471698113207547,0.0,0.3749108557843231
syn_stu_000024,syn_crs_00001,0.18145500146808446,0.29411764705882354,0.2,0.2222222222222222,0.0,0.6153846153846154,0.3232056586227985,0.0,0.4,0.07193571350552985,1,0.45238095238095233,0,0.2962962962962963,0.25,0.2631578947368421,0.0,0.17885019416825254,0.9757350530745618,0.4339622641509434,0.0904362010209838,0.8771814467956055,0.25,0.5,0.1832156729110662,0.07142857142857142,0.06279520125237953,0.5,0.6511627906976745,0.125,0.5472937624688023
syn_stu_000025,syn_crs_00001,0.21060628940251477,0.23529411764705882,1.0,0.4074074074074074,0.0,0.7647058823529411,0.47773894047356846,0.0,1.0,0.46661979302566253,0,0.5714285714285714,1,0.44444444444444436,0.2142857142857143,0.5263157894736842,0.0,0.23175157463009666,2.683682971100313,0.6415094339622641,0.2321330505650393,0.7280986575942171,0.0,1.0,0.11955262483657537,0.14285714285714285,-2.6461041274158688,0.0,0.8125,0.15384615384615385,0.37077618728050454
syn_stu_000026,syn_crs_00001,0.5597751668823685,0.23529411764705882,0.6000000000000001,0.4444444444444444,0.3333333333333333,0.7777777777777778,0.8172492952560827,0.06666666666666667,1.0,0.12534476346979279,0,0.2142857142857143,0,0.48148148148148145,0.35714285714285715,0.3684210526315789,0.0,0.33970890268016113,-2.354513978895466,0.33962264150943394,0.05444734643312877,0.7216466210700967,0.5,0.6,0.21491839553764575,0.7142857142857142,-2.3817708266750994,0.0,0.696969696969697,0.7142857142857143,0.38969668088667286
syn_stu_000027,syn_crs_00001,0.44783043677327994,0.1764705882352941,1.0,0.5555555555555555,0.3333333333333333,0.85,0.6573396176284254,0.06666666666666667,1.0,0.22632259287334486,1,0.26190476190476186,0,0.5555555555555556,0.4642857142857143,0.3157894736842105,0.0,0.22559267613774522,0.7448440412319598,0.07547169811320754,0.19377999296436707,0.7173407084057231,0.0,1.0,0.44603912357978576,0.5714285714285714,3.8909348357656213,0.0,0.2571428571428571,0.47058823529411764,0.6586720762762968
syn_stu_000028,syn_crs_00001,0.5256504530777779,0.058823529411764705,0.0,0.5925925925925926,0.0,0.9473684210526315,0.6111695097172303,0.0,0.0,0.1846930336972526,1,0.45238095238095233,0,0.5185185185185186,0.39285714285714285,0.3684210526315789,0.0,0.5496728151518085,2.872225357652891,0.6415094339622641,0.015233239443158264,0.37726545889217117,0.0,0.0,0.2807714591103393,0.14285714285714285,-0.8362614293642429,0.0,0.9069767441860465,0.1111111111111111,0.33941919803081577
syn_stu_000029,syn_crs_00001,0.5926591640454032,0.23529411764705882,0.8,0.18518518518518517,0.3333333333333333,0.6363636363636364,0.8286279346313938,0.06666666666666667,1.0,0.027266159820242945,1,0.5714285714285714,0,0.2222222222222222,0.2142857142857143,0.21052631578947367,0.0,0.21890317896430275,-2.003378278462402,0.33962264150943394,0.08714056315957308,0.795174718815969,0.25,0.8,0.1638035399839412,0.0,1.8434143329805983,0.5,0.4791666666666667,0.0,0.4834523041386718
syn_stu_000030,syn_crs_00001,0.400229641838393,0.058823529411764705,0.2,0.2962962962962963,0.0,0.9090909090909091,0.7639195565677606,0.0,0.2,0.16374840465699314,1,0.33333333333333326,0,0.2222222222222222,0.17857142857142855,0.2631578947368421,0.0,0.1412097445486631,-2.4724939993273556,0.5283018867924528,0.2610651981132134,0.7705798024951938,0.0,1.0,0.243527731532834,0.21428571428571427,-0.029951550418616045,0.0,0.868421052631579,0.3,0.5972827163527734
syn_stu_000031,syn_crs_00001,0.5786890360659906,0.058823529411764705,0.6000000000000001,0.4444444444444444,0.0,0.9333333333333333,0.6867099304532699,0.0,0.6000000000000001,0.34414022090255586,1,0.33333333333333326,0,0.3703703703703704,0.35714285714285715,0.21052631578947367,0.0,0.37941508595010226,-2.9489338893609194,0.5660377358490566,0.07170567155073286,0.9064030005699708,0.0,1.0,0.6868444367466898,0.2857142857142857,-5.263641524181929,0.0,0.9210526315789473,0.2857142857142857,0.7434057781468649
syn_stu_000032,syn_crs_00001,0.4704454494420858,0.1764705882352941,0.6000000000000001,0.3333333333333333,0.3333333333333333,0.7857142857142857,0.5301720889305693,0.1111111111111111,0.6000000000000001,0.22842743418368902,0,0.30952380952380953,0,0.3333333333333333,0.3214285714285714,0.21052631578947367,0.0,0.36885180611536306,1.2489547954926061,0.2830188679245283,0.24125041534505273,0.8395136922644759,0.0,1.0,0.5486102852465706,0.2857142857142857,2.2405320995597044,0.0,0.5405405405405406,0.36363636363636365,0.5678876812724815
syn_stu_000033,syn_crs_00001,0.8148766779514489,0.4117647058823529,0.2,0.18518518518518517,0.3333333333333333,0.5,0.8136130628102685,0.3333333333333333,0.2,0.03701118715698939,0,0.6428571428571428,1,0.3333333333333333,0.10714285714285714,0.5263157894736842,0.0,0.598506753886891,-1.4509549605908159,0.32075471698113206,0.028555408430110577,0.236269043359727,0.0,1.0,0.11406025064376918,0.07142857142857142,3.2215457453999408,0.0,0.43137254901960786,0.14285714285714285,0.08458682565090993
syn_stu_000034,syn_crs_00001,0.515597771508907,0.4117647058823529,0.0,0.4814814814814815,0.0,0.6818181818181818,0.5816161076367091,0.0,0.0,0.27848696348540003,1,0.6428571428571428,0,0.6296296296296295,0.42857142857142855,0.47368421052631576,0.0,0.39559550310539615,0.9561070006566753,0.7358490566037735,0.06381359881647519,0.9297233178216644,0.0,0.0,0.5564239290725845,0.0,5.527294044610717,0.0,0.8627450980392157,0.0,0.7165288835609714
syn_stu_000035,syn_crs_00001,0.22110644166982013,0.6470588235294118,0.8,0.2222222222222222,0.0,0.42105263157894735,0.5072431181100323,0.0,1.0,0.20309565552600303,1,0.45238095238095233,0,0.5185185185185186,0.25,0.5789473684210527,0.0,0.0795973716410514,-0.4323090507318158,0.2830188679245283,0.162436312196877,0.8670858139228422,0.25,0.8,0.4169714240268441,0.3571428571428571,-5.70173029487688,0.0,0.46511627906976744,0.625,0.647887302926756
syn_stu_000036,syn_crs_00001,0.6129409837082757,0.4117647058823529,0.6000000000000001,0.2222222222222222,0.3333333333333333,0.5333333333333333,0.7323272095640935,0.06666666666666667,1.0,0.13163132525591534,0,0.30952380952380953,0,0.3703703703703704,0.2142857142857143,0.42105263157894735,0.0,0.38811809727746277,3.601805927433814,0.20754716981132076,0.24663078075303013,0.7846104152079817,0.5,0.6,0.2140195469071788,0.42857142857142855,-9.475359761587798,0.0,0.43243243243243246,0.75,0.5688971464302367
syn_stu_000037,syn_crs_00001,0.7253799363528368,0.1764705882352941,0.2,0.37037037037037035,0.3333333333333333,0.8,0.7343768248102284,0.3333333333333333,0.2,0.07929655428828682,1,0.5238095238095237,0,0.3703703703703704,0.35714285714285715,0.21052631578947367,0.0,0.5466248643989724,1.5757224936833953,0.5094339622641509,0.12092050161123233,0.6726794332851063,0.0,1.0,0.29984235733658143,0.42857142857142855,1.9172501141149638,0.0,0.6956521739130435,0.5,0.5284217385300434
syn_stu_000038,syn_crs_00001,0.3664327919530237,0.1764705882352941,0.4,0.3333333333333333,0.3333333333333333,0.7857142857142857,0.7274627661925828,0.1111111111111111,0.6000000000000001,0.23410482749797765,1,0.38095238095238093,0,0.3333333333333333,0.17857142857142855,0.42105263157894735,0.0,0.18262404465434182,-1.6076186925978837,0.2830188679245283,0.1863134485596629,0.840435767321576,0.25,0.6666666666666666,0.539831166169329,0.21428571428571427,-1.7979692185051355,0.0,0.5,0.2727272727272727,0.5620450830897021
syn_stu_000039,syn_crs_00001,0.715128972342224,0.23529411764705882,0.0,0.2222222222222222,0.0,0.6666666666666666,0.7835260951355613,0.0,0.0,0.0531259895444929,1,0.3571428571428571,0,0.25925925925925924,0.10714285714285714,0.42105263157894735,0.0,0.5828189587706466,-0.6041822781560949,0.5283018867924528,0.048983874479502656,0.7541479442678103,0.0,0.0,0.29242579383582273,0.14285714285714285,-4.290023006852309,0.0,0.8461538461538461,0.25,0.6633215125007871
syn_stu_000040,syn_crs_00001,0.27596156458205817,0.5294117647058824,0.6000000000000001,0.2962962962962963,0.3333333333333333,0.5263157894736842,0.23770715168460843,0.1111111111111111,0.6000000000000001,0.3431098488293723,1,0.6904761904761905,0,0.5185185185185186,0.3214285714285714,0.47368421052631576,0.0,0.22818449267140456,1.5757367125845738,0.7358490566037735,0.1714034618276457,0.6368621236205599,0.0,1.0,0.4584067135204498,0.3571428571428571,0.3225931453558097,0.0,0.8301886792452831,0.5,0.5271076935773867
syn_stu_000041,syn_crs_00001,0.5076582154605936,0.11764705882352941,0.2,0.4074074074074074,0.3333333333333333,0.8666666666666667,0.9161881323454847,0.3333333333333333,0.2,0.2327474939781922,1,0.2142857142857143,0,0.3703703703703704,0.39285714285714285,0.15789473684210525,0.0,0.12041111658041576,-2.1372772674034817,0.4528301886792453,0.16371297825070538,0.9509897470486237,0.0,1.0,0.14490532154136615,0.21428571428571427,-1.3479043065256555,0.0,0.8787878787878788,0.23076923076923078,0.6093377378943993
syn_stu_000042,syn_crs_00001,0.3669748125249581,0.23529411764705882,0.6000000000000001,0.4074074074074074,0.0,0.7647058823529411,0.7295557463219352,0.0,0.8,0.01488468513645107,1,0.26190476190476186,0,0.44444444444444436,0.35714285714285715,0.3157894736842105,0.0,0.24658934488170353,2.364332163296822,0.39622641509433965,0.1002262220076758,0.8826968544034233,0.25,0.75,0.43323980064025186,0.5,-3.828570665784575,0.0,0.7428571428571429,0.5384615384615384,0.6852689111989504
syn_stu_000043,syn_crs_00001,0.31653502400326033,0.1764705882352941,0.6000000000000001,0.14814814814814814,0.0,0.6666666666666666,0.44270257773225047,0.0,0.6000000000000001,0.16552967116748576,1,0.45238095238095233,0,0.14814814814814814,0.10714285714285714,0.2631578947368421,0.0,0.21996325932311284,-0.5004399412555182,0.5094339622641509,0.31596302654790465,0.6007457037243146,0.0,1.0,0.4788858865813541,0.2857142857142857,-0.24838153392527057,0.0,0.7441860465116279,0.6666666666666666,0.5400831185382442
syn_stu_000044,syn_crs_00001,0.44018590697295434,0.1764705882352941,0.4,0.3333333333333333,0.6666666666666666,0.7857142857142857,0.6873653756916456,0.3333333333333333,0.4,0.171091782574611,1,0.5238095238095237,0,0.3333333333333333,0.3214285714285714,0.21052631578947367,0.0,0.2511133597125026,1.6178197759816062,0.37735849056603776,0.048588598811672365,0.7126859680600576,0.0,1.0,0.18360079383373198,0.21428571428571427,1.6995067243021484,0.0,0.5434782608695652,0.2727272727272727,0.43629082335126884
syn_stu_000045,syn_crs_00002,0.6779302391639317,0.23529411764705882,0.6000000000000001,0.14814814814814814,0.3333333333333333,0.6,0.7276324173926558,0.08333333333333333,0.8,0.13737303917279278,1,0.7142857142857142,0,0.18518518518518517,0.14285714285714285,0.2631578947368421,0.0,0.475250474628851,-0.3922329367750314,0.8679245283018868,0.014775768071117652,0.2846980127137989,0.25,0.75,0.1334248211375227,0.21428571428571427,0.5247885168949828,0.0,0.9444444444444444,0.5,0.1534430671478503
syn_stu_000046,syn_crs_00002,0.39346623389410434,0.4117647058823529,0.4,0.1111111111111111,0.0,0.4166666666666667,0.7150362383987141,0.0,0.4,0.12254160779511128,1,0.33333333333333326,0,0.25925925925925924,0.14285714285714285,0.3684210526315789,0.0,0.08075535869131452,-1.047686216171409,0.5660377358490566,0.20046900933140863,0.5749065693290958,0.0,1.0,0.4529663652415005,0.14285714285714285,0.5475241092742626,0.0,0.9210526315789473,0.4,0.44954323117346917
syn_stu_000047,syn_crs_00002,0.5504101829497563,0.29411764705882354,0.0,0.37037037037037035,0.0,0.7058823529411765,0.7738846694005276,0.0,0.0,0.24569961688649314,1,0.5476190476190477,0,0.44444444444444436,0.2857142857142857,0.42105263157894735,0.0,0.3681668131723178,-1.3749700870306532,0.6037735849056604,0.24795142486213656,0.5486184377345371,0.0,0.0,0.09674996961967001,0.5714285714285714,1.3302769701854438,0.0,0.7872340425531915,0.6666666666666666,0.31437233155293814
syn_stu_000048,syn_crs_00002,0.3611471333255759,0.1764705882352941,0.6000000000000001,0.4444444444444444,0.0,0.8235294117647058,0.6233522935586034,0.0,0.6000000000000001,0.06831504509613603,1,0.5,0,0.44444444444444436,0.4642857142857143,0.15789473684210525,0.0,0.15759321998899584,3.4647523591695677,0.6037735849056604,0.09726262924989784,0.7535715854853339,0.0,1.0,0.1686240239558029,0.42857142857142855,-5.074149499379421,0.0,0.8222222222222222,0.42857142857142855,0.39168812778010537
syn_stu_000049,syn_crs_00002,0.5195748875164029,0.47058823529411764,0.6000000000000001,0.5555555555555555,0.0,0.68,0.9231727750057386,0.0,0.8,0.1101357052415035,1,0.6428571428571428,0,0.7407407407407407,0.5357142857142857,0.47368421052631576,0.0,0.08340223834791066,-0.5902360097095474,0.5660377358490566,0.15966004661699496,0.6386372281267227,0.25,0.75,0.47816619813905226,0.2857142857142857,-0.15389098809345633,0.0,0.6862745098039216,0.23529411764705882,0.6407973916780633
syn_stu_000050,syn_crs_00002,0.5439650405881598,0.5294117647058824,0.4,0.3333333333333333,0.0,0.55,0.8049619881908741,0.0,0.4,0.3279244886032996,1,0.6428571428571428,0,0.5555555555555556,0.3214285714285714,0.5263157894736842,0.0,0.2772812737356323,6.16121245204232,0.2641509433962264,0.409479761983326,0.6833214925052452,0.0,1.0,0.1849501752442733,0.14285714285714285,0.7198767968823752,0.0,0.37254901960784315,0.18181818181818182,0.43898332956900094
syn_stu_000051,syn_crs_00002,0.5362251037233134,0.47058823529411764,0.0,0.2222222222222222,0.0,0.5,0.704810617659643,0.0,0.2,0.18299957835460035,0,0.6190476190476191,0,0.4074074074074074,0.10714285714285714,0.631578947368421,0.0,0.4466340825339481,0.3036682864341657,0.7358490566037735,0.08363099215241947,0.7883891917503397,0.25,0.0,0.06930696417756259,0.14285714285714285,-1.1338204706878934,0.0,0.88,0.25,0.5334838406526141
syn_stu_000052,syn_crs_00002,0.4127831074488382,0.29411764705882354,0.0,0.6296296296296297,0.0,0.7916666666666666,0.7010102255361443,0.0,0.0,0.1345090045306072,1,0.45238095238095233,0,0.7037037037037037,0.5,0.47368421052631576,0.0,0.09815392692597001,-1.701579166890655,0.13207547169811323,0.0262289647967111,0.9752141789783485,0.0,0.0,0.42343979787288333,0.3571428571428571,-2.488294500780491,0.0,0.27906976744186046,0.2631578947368421,0.6775462559471229
syn_stu_000053,syn_crs_00002,0.4907465852314037,0.5294117647058824,0.2,0.18518518518518517,0.0,0.4375,0.6428924517366681,0.0,0.2,0.2045745396851483,0,0.38095238095238093,1,0.4074074074074074,0.14285714285714285,0.5789473684210527,0.0,0.3943262120743797,-3.1705347624076263,0.18867924528301888,0.2050465367879358,0.551933963751453,0.0,1.0,0.10872939195958331,0.2857142857142857,-2.238538233072602,0.0,0.375,0.5714285714285714,0.3008057077831263
syn_stu_000054,syn_crs_00002,0.22207355206828805,0.23529411764705882,0.6000000000000001,0.2962962962962963,0.6666666666666666,0.7142857142857143,0.5834224355352972,0.16666666666666666,0.8,0.035301079772180124,0,0.40476190476190477,0,0.3333333333333333,0.3214285714285714,0.21052631578947367,0.0,0.11995064697179621,2.4655663150478246,0.32075471698113206,0.0677314500207805,0.6806777943713119,0.25,0.75,0.2324773666966596,0.14285714285714285,-0.8801666307755842,0.0,0.5365853658536586,0.2,0.4861210410400087
